ID Punto;Iluminación;¿Qué veo?;Visibilidad;Presencia de personas;Seguridad;Estado del Sendero;Transporte;Presencia mixta;Índice de seguridad;Dirección;Código Localidad;Nombre Localidad;Coordenada X;Coordenada Y
9483;Suficiente;Bastante visible;Algunos miran;Pocas personas;Buena;Bueno;Muy Cerca;Hay poca diversidad;Alto;Cl 10 - Kr 79, Bogotá, Colombia;08;Kennedy;-74,14140000010;4,64330000058
9484;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;San Bernardo, Bogotá, Bogota, Colombia;03;Santa Fe;-74,08629999960;4,59029999934
9485;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Cl 53 - Kr 15, Bogotá, Colombia;13;Teusaquillo;-74,06769999950;4,64069999941
9486;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;Villa Alsacia, Bogotá, Bogota, Colombia;08;Kennedy;-74,14010000040;4,64350000024
9487;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Antonio Granados, Bogotá, Bogota, Colombia;11;Suba;-74,09279999980;4,74269999936
9488;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 1 - AK 10, Bogotá, Colombia;03;Santa Fe;-74,08559999990;4,58980000019
9489;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Alto;parqueadero jp, Cra. 16 #52-46, Bogotá, Bogotá, Colombia;13;Teusaquillo;-74,06879999950;4,64090000093
9490;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Villa Alsacia, Bogotá, Bogota, Colombia;08;Kennedy;-74,13900000040;4,64389999956
9491;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Hospitales A - 2 5, Bogotá, Colombia;03;Santa Fe;-74,08459999970;4,58980000019
9492;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Alto;Villa Alsacia, Bogotá, Bogota, Colombia;08;Kennedy;-74,13800000030;4,64409999922
9493;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 53 - Kr 18, Bogotá, Colombia;13;Teusaquillo;-74,07020000000;4,64110000059
9494;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Hospitales B - 4 6, Bogotá, Colombia;03;Santa Fe;-74,08420000040;4,59060000069
9495;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Medio;036A00 - Kr 20, Bogotá, Colombia;13;Teusaquillo;-74,07160000040;4,64140000008
9496;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 10 - AC 1, Bogotá, Colombia;15;Antonio Nari??o;-74,08530000040;4,58870000020
9497;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AC 53 - Kr 21, Bogotá, Colombia;13;Teusaquillo;-74,07270000040;4,64159999974
9498;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Sevilla, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,08600000010;4,58789999969
9499;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 24 - AC 53, Bogotá, Colombia;13;Teusaquillo;-74,07390000020;4,64179999940
9500;Brillante;Bastante visible;Altamente visible;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Estación Transmilenio Policarpa, Avenida Carrera 10, Bogotá, Bogotá, Colombia;04;San Cristóbal;-74,08650000020;4,58709999919
9501;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 53 - Kr 25, Bogotá, Colombia;13;Teusaquillo;-74,07510000000;4,64200000092
9502;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Policarpa B - 1 5, Bogotá, Colombia;15;Antonio Nari??o;-74,08700000030;4,58630000055
9503;Suficiente;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Muy Cerca;Hay algo de diversidad;Muy Alto;AC 53 - Kr 28, Bogotá, Colombia;13;Teusaquillo;-74,07600000040;4,64210000075
9504;Suficiente;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 10 - CL 4 Sur, Bogotá, Colombia;15;Antonio Nari??o;-74,08750000040;4,58579999954
9505;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 53 - Kr 27A, Bogotá, Colombia;13;Teusaquillo;-74,07689999980;4,64230000041
9506;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08829999990;4,58559999987
9507;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Justo;Cerca;No hay diversidad;Medio;Belalcazar, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07799999970;4,64250000007
9508;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08720000000;4,58750000037
9509;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Av. Nqs - Cl 52, Bogotá, Colombia;13;Teusaquillo;-74,07909999970;4,64200000092
9510;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08800000050;4,58809999935
9511;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Ninguno;A distancia;No hay diversidad;Muy bajo;Av. Nqs - Cl 52, Bogotá, Colombia;13;Teusaquillo;-74,07909999970;4,64090000093
9512;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Sevilla, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,08860000040;4,58870000020
9513;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Ninguno;A distancia;No hay diversidad;Muy bajo;Teusaquillo, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07930000030;4,64000000060
9514;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Sevilla, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,08860000040;4,58870000020
9515;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Ninguno;A distancia;No hay diversidad;Muy bajo;Av. Nqs - Cl 48, Bogotá, Colombia;13;Teusaquillo;-74,07930000030;4,63890000060
9516;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Sevilla, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,08930000010;4,58929999918
9517;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;U. Nacional C - 3, Bogotá, Colombia;13;Teusaquillo;-74,07959999980;4,63810000010
9518;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;Sevilla, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,08999999990;4,58990000002
9519;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;U. Nacional B - 2 5, Bogotá, Colombia;13;Teusaquillo;-74,07959999980;4,63690000027
9520;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Justo;Muy Cerca;No hay diversidad;Medio;Hortua A - 3 6, Bogotá, Colombia;15;Antonio Nari??o;-74,09069999960;4,58999999985
9521;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Av. Nqs - Cl 45A, Bogotá, Colombia;13;Teusaquillo;-74,07959999980;4,63570000045
9522;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Alto;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,09080000040;4,58909999952
9523;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Av. Nqs - Cl 45, Bogotá, Colombia;13;Teusaquillo;-74,07969999970;4,63480000012
9524;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,09080000040;4,58909999952
9525;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;University City of Bogotá, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07969999970;4,63360000029
9526;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08990000000;4,58830000088
9527;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Acevedo Tejada, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07990000020;4,63260000013
9528;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08910000040;4,58760000020
9529;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Av. Nqs - Cl 40A, Bogotá, Colombia;13;Teusaquillo;-74,07990000020;4,63150000013
9530;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08839999980;4,58699999936
9531;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Medio;AK 28 - Cl 39B-34, Bogotá, Colombia;13;Teusaquillo;-74,07820000030;4,63000000082
9532;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Justo;A distancia;Hay poca diversidad;Medio;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08880000000;4,58669999987
9533;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Teléfono público, Cra. 28 #39A-07, Bogotá, Bogotá, Colombia;13;Teusaquillo;-74,07770000030;4,62839999981
9534;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08990000000;4,58720000088
9535;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;;15;Antonio Nari??o;-74,10390000050;4,59459999949
9536;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 28 - Cl 37, Bogotá, Colombia;13;Teusaquillo;-74,07739999980;4,62739999965
9537;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;A distancia;Hay poca diversidad;Medio;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,09059999980;4,58779999986
9538;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;;15;Antonio Nari??o;-74,10390000050;4,59349999949
9539;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Teléfono Público etb, Cra. 28 #26-10, Bogotá, Bogotá, Colombia;13;Teusaquillo;-74,07710000030;4,62619999982
9540;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;A distancia;Hay poca diversidad;Alto;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,09130000040;4,58789999969
9541;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;;15;Antonio Nari??o;-74,10489999970;4,59320000000
9542;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Las Americas, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07679999990;4,62529999949
9543;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,09100000000;4,58709999919
9544;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;;15;Antonio Nari??o;-74,10400000030;4,59249999933
9545;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;;19;Ciudad Bolívar;-74,17669999970;4,59659999982
9546;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Soledad, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07849999980;4,63130000047
9547;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Policarpa Salavarrieta, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,09030000030;4,58640000038
9548;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;;15;Antonio Nari??o;-74,10419999990;4,59149999917
9549;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;Hay poca diversidad;Medio;;19;Ciudad Bolívar;-74,17380000000;4,59630000032
9550;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Policarpa Salavarrieta, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,08949999980;4,58569999970
9551;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;La Soledad, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07749999970;4,63169999979
9552;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 27 - CL 15 Sur, Bogotá, Colombia;15;Antonio Nari??o;-74,10560000040;4,59239999950
9553;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Medio;;19;Ciudad Bolívar;-74,17270000000;4,59610000066
9554;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Br. Policarpa, Bogotá, Bogotá, Colombia;15;Antonio Nari??o;-74,08810000030;4,58489999920
9555;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Soledad, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07660000030;4,63150000013
9556;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;;15;Antonio Nari??o;-74,10429999980;4,59060000069
9557;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Penon Del Cortijo, Bogotá, Bogota, Colombia;19;Ciudad Bolívar;-74,16179999990;4,58940000087
9558;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;;07;Bosa;-74,15670000020;4,59930000082
9559;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Soledad, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07600000040;4,63209999911
9560;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;AK 10 - CL 8 Sur, Bogotá, Colombia;15;Antonio Nari??o;-74,08860000040;4,58420000039
9561;Suficiente;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;A distancia;Hay poca diversidad;Alto;;15;Antonio Nari??o;-74,10510000030;4,59009999968
9562;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;;07;Bosa;-74,15589999970;4,59970000014
9563;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Penon Del Cortijo, Bogotá, Bogota, Colombia;19;Ciudad Bolívar;-74,16129999980;4,58889999986
9564;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AC 45 - Kr 25A, Bogotá, Colombia;13;Teusaquillo;-74,07610000020;4,63309999928
9565;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 10 - CL 10 Sur, Bogotá, Colombia;15;Antonio Nari??o;-74,08889999990;4,58369999938
9566;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;A distancia;Hay poca diversidad;Alto;;15;Antonio Nari??o;-74,10570000020;4,59080000035
9567;Poca;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Medio;;07;Bosa;-74,15490000040;4,59970000014
9568;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay poca diversidad;Medio;TV 22 - CL 69C Bis Sur, Bogotá, Colombia;19;Ciudad Bolívar;-74,15519999990;4,56519999914
9569;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;AV. V/cio - CL 62B Sur, Bogotá, Colombia;19;Ciudad Bolívar;-74,16129999980;4,59039999917
9570;Suficiente;Bastante visible;Algunos miran;Pocas personas;Minima;Justo;Cerca;No hay diversidad;Medio;;15;Antonio Nari??o;-74,10649999980;4,59180000052
9571;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Soledad, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07739999980;4,63340000063
9572;Brillante;Bastante visible;Algunos miran;Pocas personas;Moderada;Bueno;Cerca;No hay diversidad;Alto;Policarpa Salavarrieta, Bogotá, Bogota, Colombia;15;Antonio Nari??o;-74,08949999980;4,58290000074
9573;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;;19;Ciudad Bolívar;-74,15419999980;4,59860000014
9574;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AV. V/cio - CL 60 A Sur, Bogotá, Colombia;19;Ciudad Bolívar;-74,16139999960;4,59180000052
9575;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Medio;San Jose Rondon, Bogotá, Bogota, Colombia;19;Ciudad Bolívar;-74,15440000030;4,56469999999
9576;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Av. Nqs - AC 25, Bogotá, Colombia;13;Teusaquillo;-74,07820000030;4,63350000046
9577;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;;15;Antonio Nari??o;-74,10709999970;4,59109999985
9578;Poca;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Bajo;;19;Ciudad Bolívar;-74,15390000030;4,59779999964
9579;Brillante;Bastante visible;Algunos miran;Pocas personas;Buena;Bueno;Muy Cerca;No hay diversidad;Alto;Ciudad Jardin B - 4 6, Bogotá, Colombia;15;Antonio Nari??o;-74,09009999970;4,58210000023
9580;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Madelena, Bogotá, Bogota, Colombia;19;Ciudad Bolívar;-74,16139999960;4,59290000051
9581;Poca;Bastante visible;No miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Jose Rondon, Bogotá, Bogota, Colombia;19;Ciudad Bolívar;-74,15390000030;4,56399999931
9582;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;La Soledad, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,07880000030;4,63299999945
9583;Suficiente;Bastante visible;Muchos miran;Pocas personas;Moderada;Justo;A distancia;No hay diversidad;Medio;;15;Antonio Nari??o;-74,10529999990;4,58950000070
9584;Poca;Bastante visible;No miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;San Jose Rondon, Bogotá, Bogota, Colombia;19;Ciudad Bolívar;-74,15330000040;4,56310000084
9585;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;;08;Kennedy;-74,14750000000;4,59809999913
9586;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AV. V/cio - Auto Sur, Bogotá, Colombia;19;Ciudad Bolívar;-74,16189999970;4,59410000034
9587;Suficiente;Bastante visible;No miran;Pocas personas;Moderada;Bueno;Muy Cerca;No hay diversidad;Alto;AK 10 - AC 11 Sur, Bogotá, Colombia;15;Antonio Nari??o;-74,09049999990;4,58149999939
9588;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AC 45 - Kr 27A, Bogotá, Colombia;13;Teusaquillo;-74,07760000040;4,63399999961
9589;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Justo;A distancia;Hay poca diversidad;Medio;;15;Antonio Nari??o;-74,10500000040;4,58880000003
9590;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;AV. V/cio - Auto Sur, Bogotá, Colombia;19;Ciudad Bolívar;-74,16199999950;4,59479999915
9591;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;;08;Kennedy;-74,14800000000;4,59899999946
9592;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;KR 20D Bis - CL 68B Sur, Bogotá, Colombia;19;Ciudad Bolívar;-74,15240000000;4,56259999983
9593;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;Quinta Ramos, Bogotá, Bogota, Colombia;04;San Cristóbal;-74,09080000040;4,58060000092
9594;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AC 45 - Kr 25A, Bogotá, Colombia;13;Teusaquillo;-74,07629999980;4,63389999978
